0 0 0.000 -0.000
0 21 0.000 -0.000
0 42 0.000 -0.000
0 63 0.000 -0.000
0 84 0.000 -0.000
0 105 0.000 -0.000
0 126 0.000 -0.000
0 147 0.000 -0.000
0 168 0.000 -0.000
0 189 0.000 -0.000
0 210 0.000 -0.000
0 231 0.000 -0.000
0 252 0.000 -0.000
0 273 0.000 -0.000
0 294 0.000 -0.000
0 315 0.000 -0.000
0 336 0.000 -0.000
0 357 0.000 -0.000
0 378 0.000 -0.000
0 399 0.000 -0.000
0 420 0.000 -0.000
0 441 0.000 -0.000
0 462 0.000 -0.000
0 483 0.000 -0.000
0 504 0.000 -0.000
0 525 0.000 -0.000
0 546 0.000 -0.000
0 567 0.000 -0.000
0 588 0.000 -0.000
0 609 0.000 -0.000
0 630 0.000 -0.000
0 651 0.000 -0.000
0 672 0.000 -0.000
0 693 0.000 -0.000
0 714 0.000 -0.000
0 735 0.000 -0.000
0 756 0.000 -0.000
0 777 0.000 -0.000
0 798 0.000 -0.000
0 819 0.000 -0.000
0 840 0.000 -0.000
0 861 0.000 -0.000
0 882 0.000 -0.000
0 903 0.000 -0.000
0 924 0.000 -0.000
0 945 0.000 -0.000
0 966 0.000 -0.000
0 987 0.000 -0.000
0 1008 0.000 -0.000
0 1029 0.000 -0.000
0 1050 0.000 -0.000
0 1071 0.000 -0.000
0 1092 0.000 -0.000
0 1113 0.000 -0.000
0 1134 0.000 -0.000
0 1155 0.000 -0.000
0 1176 0.000 -0.000
0 1197 0.000 -0.000
0 1218 0.000 -0.000
0 1239 0.000 -0.000
0 1260 0.000 -0.000
0 1281 0.000 -0.000
0 1302 0.000 -0.000
0 1323 0.000 -0.000
0 1344 0.000 -0.000
0 1365 0.000 -0.000
0 1386 0.000 -0.000
0 1407 0.000 -0.000
0 1428 0.000 -0.000
0 1449 0.000 -0.000
0 1470 0.000 -0.000
0 1491 0.000 -0.000
0 1512 0.000 -0.000
0 1533 0.000 -0.000
0 1554 0.000 -0.000
0 1575 0.000 -0.000
0 1596 0.000 -0.000
0 1617 0.000 -0.000
0 1638 0.000 -0.000
0 1659 0.000 -0.000
0 1680 0.000 -0.000
0 1701 0.000 -0.000
0 1722 0.000 -0.000
0 1743 0.000 -0.000
0 1764 0.000 -0.000
0 1785 0.000 -0.000
0 1806 0.000 -0.000
0 1827 0.000 -0.000
0 1848 0.000 -0.000
0 1869 0.000 -0.000
0 1890 0.000 -0.000
0 1911 0.000 -0.000
0 1932 0.000 -0.000
0 1953 0.000 -0.000
0 1974 0.000 -0.000
0 1995 0.000 -0.000
0 2016 0.000 -0.000
0 2037 0.000 -0.000
0 2058 0.000 -0.000
0 2079 0.000 -0.000
0 2100 0.000 -0.000
0 2121 0.000 -0.000
0 2142 0.000 -0.000
0 2163 0.000 -0.000
0 2184 0.000 -0.000
0 2205 0.000 -0.000
0 2226 0.000 -0.000
0 2247 0.000 -0.000
0 2268 0.000 -0.000
0 2289 0.000 -0.000
0 2310 0.000 -0.000
0 2331 0.000 -0.000
0 2352 0.000 -0.000
0 2373 0.000 -0.000
0 2394 0.000 -0.000
0 2415 0.000 -0.000
0 2436 0.000 -0.000
0 2457 0.000 -0.000
0 2478 0.000 -0.000
0 2499 0.000 -0.000
0 2520 0.000 -0.000
0 2541 0.000 -0.000
0 2562 0.000 -0.000
0 2583 0.000 -0.000
0 2604 0.000 -0.000
0 2625 0.000 -0.000
0 2646 0.000 -0.000
0 2667 0.000 -0.000
0 2688 0.000 -0.000
0 2709 0.000 -0.000
0 2730 0.000 -0.000
0 2751 0.000 -0.000
0 2772 0.000 -0.000
0 2793 0.000 -0.000
0 2814 0.000 -0.000
0 2835 0.000 -0.000
0 2856 0.000 -0.000
0 2877 0.000 -0.000
0 2898 0.000 -0.000
0 2919 0.000 -0.000
0 2940 0.000 -0.000
0 2961 0.000 -0.000
0 2982 0.000 -0.000
0 3003 0.000 -0.000
0 3024 0.000 -0.000
0 3045 0.000 -0.000
0 3066 0.000 -0.000
0 3087 0.000 -0.000
0 3108 0.000 -0.000
0 3129 0.000 -0.000
0 3150 0.000 -0.000
0 3171 0.000 -0.000
0 3192 0.000 -0.000
0 3213 0.000 -0.000
0 3234 0.000 -0.000
0 3255 0.000 -0.000
0 3276 0.000 -0.000
0 3297 0.000 -0.000
0 3318 0.000 -0.000
0 3339 0.000 -0.000
0 3360 0.000 -0.000
0 3381 0.000 -0.000
0 3402 0.000 -0.000
0 3423 0.000 -0.000
0 3444 0.000 -0.000
0 3465 0.000 -0.000
0 3486 0.000 -0.000
0 3507 0.000 -0.000
0 3528 0.000 -0.000
0 3549 0.000 -0.000
0 3570 0.000 -0.000
0 3591 0.000 -0.000
0 3612 0.000 -0.000
0 3633 0.000 -0.000
0 3654 0.000 -0.000
0 3675 0.000 -0.000
0 3696 0.000 -0.000
0 3717 0.000 -0.000
0 3738 0.000 -0.000
0 3759 0.000 -0.000
0 3780 0.000 -0.000
0 3801 0.000 -0.000
0 3822 0.000 -0.000
0 3843 0.000 -0.000
0 3864 0.000 -0.000
0 3885 0.000 -0.000
0 3906 0.000 -0.000
0 3927 0.000 -0.000
0 3948 0.000 -0.000
